sku;family;categories;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price;vendor
17847032;loudspeakers;loudspeakers,audio_video_sales,sony;;;"L'alliance de l'élégance et du son<br/>\n<br/>";"Barre d'enceintes 2.1 canaux pour la télévision avec caisson de basses et son Surround virtuel";"Fusing style with sound<br/>\n<br/>";"2.1ch speaker bar for TV with subwoofer and virtual surround sound";"Design und Klang in perfekter Symbiose<br/>\n<br/>";"2.1-Kanal-Lautsprecherleiste für den Fernseher mit Subwoofer und virtuellem Surround Sound";"Sony HT-CT60 soundbar speaker";2013-02-28;;"641.28 EUR,267.56 USD";sony
17850230;loudspeakers;loudspeakers,audio_video_sales,logitech;;;;;"<b>A 2.1 speaker system that lets you rediscover the art of listening—all around the room.</b>\n\n<b>All-around sound</b>\nWherever you go in the room, these speakers will sound crisp and clear—even if you’re behind them.\n\n<b>Deep impact</b>\nYou don’t just listen to your games, movies, and music—now, you can feel it.\n\n<b>Twice as nice</b>\nTwo auxiliary inputs let you listen to whatever you want—your gaming console, DVD player, iPod®, and more.";"Speaker System Z523";;;"Logitech Speaker System Z523";2013-03-01;;"561.98 EUR,808.35 USD";logitech
17909886;loudspeakers;loudspeakers,audio_video_sales,trust;;;"Système d'enceintes 2.1 incluant un caisson de basses en bois d'une puissance totale de 60 W RMS (120 W en puissance de pointe). Son de haute qualité aux basses profondes. Réglage du volume pratique sur fil avec prise écouteurs et connexion iPod/mp3. Réglage du volume et des basses sur le côté. 4-en-1 : compatible avec PC, Wii, Sony PlayStation 3 et Xbox 360. Gestion électrique intelligente : passe en veille lorsqu'il n'est pas utilisé. ";"Système d'enceintes 2.1 incluant un caisson de basses en bois d'une puissance totale de 60 W RMS (120 W en puissance de pointe)";"2.1 speaker set including wooden subwoofer with a total RMS power output of 60 Watt (120 Watt peak power). High quality sound with deep bass. Convenient wired volume control with headphones and iPod/mp3 connections. With volume and bass control at the side. 4-in-1: Compatible with PC, Wii, Sony PlayStation 3 and Xbox 360. Smart power management: goes to stand-by when not in use. ";"2.1 speaker set including wooden subwoofer with a total RMS power output of 60 Watt; compatible with PC, Wii, Sony PlayStation 3 and Xbox 360";"2.1-Lautsprecherset mit Subwoofer aus Holz und einer Gesamtausgangsleistung von 60 Watt RMS (Spitzenleistung 120 Watt). Hochwertiger Klang mit tiefen Bässen. Praktische, verdrahtete Lautstärkeregelung mit Kopfhörern und iPod/mp3-Anschlüssen. Lautstärke und Bass an der Seite regelbar. 4-in-1: Kompatibel mit PC, Wii, Sony PlayStation 3 und Xbox 360. Intelligentes Energiemanagement: wechselt bei Nichtgebrauch in den Standby. ";"2.1-Lautsprecherset mit Subwoofer aus Holz und einer Gesamtausgangsleistung von 60 Watt RMS (Spitzenleistung 120 Watt)";"Trust GXT 38 2.1";2013-03-08;;"26.49 EUR,8.06 USD";trust
17919437;loudspeakers;loudspeakers,audio_video_sales,conceptronic;;;;;"The Dancing Water Speaker with high sound quality is a great audio solution for your computer, notebook, or MP3 player. This speaker brings you to a whole new and relaxing experience of listening music, with its 4 colors LED show watershow fountain light, you will see jets of water that bounce along with the beat like the dancing water show. The speaker set is USB powered so you don't need a wall socket.";"2x 3 W RMS, USB 2.0, 3.5 mm, 500 g, Black";;;"Conceptronic CLLDWASPKB loudspeaker";2013-03-10;;"951.51 EUR,267.99 USD";conceptronic
17919438;loudspeakers;loudspeakers,audio_video_sales,conceptronic;;;;;"The Dancing Water Speaker with high sound quality is a great audio solution for your computer, notebook, or MP3 player. This speaker brings you to a whole new and relaxing experience of listening music, with its 4 colors LED show watershow fountain light, you will see jets of water that bounce along with the beat like the dancing water show. The speaker set is USB powered so you don't need a wall socket.";"2x 3 W RMS, USB 2.0, 3.5 mm, 500 g, White";;;"Conceptronic CLLDWASPKW loudspeaker";2013-03-10;;"784.82 EUR";conceptronic
17983686;loudspeakers;loudspeakers,audio_video_sales,samsung;;;"- Bluetooth 3.0 AptX\n- NFC\n- SoundShare\n- Autonomie de la batterie 12 h\n\n<b>Un son puissant dans un format ultra compact</b>\n\nUn son haute fidélité, précis et puissant, grâce à l'utilisation d'enceintes en néodyme et d'un radiateur de basse passif.\n\n<b>NFC</b>\n\nLe Bluetooth en toute simplicité : touchez, vous êtes connectés!";"DA-F60/ZF, Bluetooth, NFC, SoundShare";"Entertain yourself in style and take your home entertainment to the next level. Using the most powerful magnets possible, the DA-F61 features neodymium speakers in order to produce pure, crisp and clear sound in a compact solid-metal design. SoundShare enhances the sound of your favourite TV shows and movies with greater clarity without making it louder. NFC activates the speaker in one simple touch. Superior sound quality, one-touch connectivity, sleek metallic design and SoundShare are just the few qualities that make this speaker a great add to any room.\n\n<b>Experience powerful sound anywhere</b>\nListen and discover newfound clarity and depth in your favourite music. Each Neodymium Speaker is specially crafted to be very compact, yet extremely powerful to produce warm and detailed sound. Even in the tightest of spaces, the Passive Bass Radiator enhances bass levels to transform the sound layout of your living room so you’re delighted by your favourite movies and songs. Change the way you think of compact sound systems and experience pure sound quality at your disposal.\n\n<b>The one-touch sound solution</b>\nMake life easier and spend more time listening to your entertainment without having to physically connect to another speaker again. With the simplicity of Bluetooth, place a device near the speaker and let Near Field Communication activate the speaker with just one touch. Pairing with Bluetooth is easy and intuitive with NFC equipped mobile devices. Discover an easier solution to connect to external audio speakers.\n*Android devices using an OS released prior to 4.0 must download the NFC app\n\n<b>Colours that suit your every mood</b>\nSleekly refined and constructed of metal, the DA-F61 is designed to suit the layout of any room. The compact metal body comes in a clean and sophisticated white silver colour that seamlessly enhances the décor and functionality to any room that it’s in. It also comes with a fabric case which makes it easy to take good care of it when carrying it on the go.\n\n<b>Turn up your entertainment, not the noise</b>\nListen to all your TV shows and movies with greater clarity without turning up the volume on your TV. SoundShare easily synchronises with your Samsung TV through its auto-pairing function and Bluetooth connectivity. It’s sure to give you top notch sound to your entertainment that can be heard without disturbing others around you. You can now enjoy superior sound quality from all your favourite TV shows and movies through one powerful and easy-to-use speaker.\n* SoundShare is compatible with Samsung TVs with Bluetooth produced after 2012.\n\n<b>The easy way to listen to music</b>\nThe enhanced auditory UI and LED indicators eliminate the need for physical buttons and add more function and style to your portable sound system. The conveniently placed LED indicators allow easy access and visualisation of the speaker’s operating status, while the Auditory UI helps you fine-tune settings. Now, listen to music with perfect sound from the perfect speaker system.\n\n<b>Enjoy fast and high-quality music</b>\nPlay and listen to whatever you like with the perfect bass level for you. Easily control the bass sound with the one button on the Wireless Audio - Portable. Once the bass level is adjusted to your liking, the passive bass radiator will ensure that anything you listen to will be rich with sound. It also features a LED light that clearly displays the status of the bass setting tailoring the sound experience to you.\n\n<b>Controlled bass effect to your liking</b>\nPlay and listen to whatever you like with the perfect bass level for you. Easily control the bass sound with the one button on the Wireless Audio - Portable. Once the bass level is adjusted to your liking, the passive bass radiator will ensure that anything you listen to will be rich with sound. It also features a LED light that clearly displays the status of the bass setting tailoring the sound experience to you.";"DA-F60 - 20W, Micro-USB, Bluetooth, Sound Share, NFC, Lithium-ion Battery";;;"Samsung DA-F60";2013-03-15;;"667.4 EUR,456.63 USD";samsung
17983687;loudspeakers;loudspeakers,audio_video_sales,samsung;;;;;"Entertain yourself in style and take your home entertainment to the next level. Using the most powerful magnets possible, the DA-F61 features neodymium speakers in order to produce pure, crisp and clear sound in a compact solid-metal design. SoundShare enhances the sound of your favourite TV shows and movies with greater clarity without making it louder. NFC activates the speaker in one simple touch. Superior sound quality, one-touch connectivity, sleek metallic design and SoundShare are just the few qualities that make this speaker a great add to any room.\n\n<b>Experience powerful sound anywhere</b>\nListen and discover newfound clarity and depth in your favourite music. Each Neodymium Speaker is specially crafted to be very compact, yet extremely powerful to produce warm and detailed sound. Even in the tightest of spaces, the Passive Bass Radiator enhances bass levels to transform the sound layout of your living room so you’re delighted by your favourite movies and songs. Change the way you think of compact sound systems and experience pure sound quality at your disposal.\n\n<b>The one-touch sound solution</b>\nMake life easier and spend more time listening to your entertainment without having to physically connect to another speaker again. With the simplicity of Bluetooth, place a device near the speaker and let Near Field Communication activate the speaker with just one touch. Pairing with Bluetooth is easy and intuitive with NFC equipped mobile devices. Discover an easier solution to connect to external audio speakers.\n*Android devices using an OS released prior to 4.0 must download the NFC app\n\n<b>Colours that suit your every mood</b>\nSleekly refined and constructed of metal, the DA-F61 is designed to suit the layout of any room. The compact metal body comes in a clean and sophisticated white silver colour that seamlessly enhances the décor and functionality to any room that it’s in. It also comes with a fabric case which makes it easy to take good care of it when carrying it on the go.\n\n<b>Turn up your entertainment, not the noise</b>\nListen to all your TV shows and movies with greater clarity without turning up the volume on your TV. SoundShare easily synchronises with your Samsung TV through its auto-pairing function and Bluetooth connectivity. It’s sure to give you top notch sound to your entertainment that can be heard without disturbing others around you. You can now enjoy superior sound quality from all your favourite TV shows and movies through one powerful and easy-to-use speaker.\n* SoundShare is compatible with Samsung TVs with Bluetooth produced after 2012.\n\n<b>The easy way to listen to music</b>\nThe enhanced auditory UI and LED indicators eliminate the need for physical buttons and add more function and style to your portable sound system. The conveniently placed LED indicators allow easy access and visualisation of the speaker’s operating status, while the Auditory UI helps you fine-tune settings. Now, listen to music with perfect sound from the perfect speaker system.\n\n<b>Enjoy fast and high-quality music</b>\nPlay and listen to whatever you like with the perfect bass level for you. Easily control the bass sound with the one button on the Wireless Audio - Portable. Once the bass level is adjusted to your liking, the passive bass radiator will ensure that anything you listen to will be rich with sound. It also features a LED light that clearly displays the status of the bass setting tailoring the sound experience to you.\n\n<b>Controlled bass effect to your liking</b>\nPlay and listen to whatever you like with the perfect bass level for you. Easily control the bass sound with the one button on the Wireless Audio - Portable. Once the bass level is adjusted to your liking, the passive bass radiator will ensure that anything you listen to will be rich with sound. It also features a LED light that clearly displays the status of the bass setting tailoring the sound experience to you.";"DA-F61 - 20W, Micro-USB, Bluetooth, Sound Share, NFC, Lithium-ion Battery";;;"Samsung DA-F61";2013-03-15;;"242.36 EUR,867.18 USD";samsung
18012208;loudspeakers;loudspeakers,audio_video_sales,lg;;;;;"LG NP3530 Bluetooth NFC f Android. Recommended usage: other, Speaker placement: Tabletop/bookshelf, Speaker position: Center. Connectivity technology: Wireless, Speaker interface type: USB/Bluetooth, Wireless technology: Bluetooth. Housing material: Plastic";"LG NP3530 Bluetooth NFC f Android, other, Tabletop/bookshelf, Center, Wireless, USB/Bluetooth, Bluetooth";;;"LG NP3530 Bluetooth NFC f Android";2013-03-22;;"507.04 USD";lg
18022490;loudspeakers;loudspeakers,audio_video_sales,hp;;;"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Écoutez un son superbe émis par un haut-parleur compact ultra-portable au design moderne - compatible avec des ordinateurs portables, téléphones portables, périphériques de jeu portables, MP3 lecteurs, tablettes, ordinateurs de bureau.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Le design artistique moderne accompagne n'importe quel périphérique - le tout dans un haut-parleur remarquablement de la taille d'une paume.<br /><br />\n&bull;&nbsp;Connectez-le facilement à l'aide d'une prise casque jack de 3,5 mm à des ordinateurs portables, téléphones portables, périphériques de jeu portables ou MP3 lecteurs – Branchez, Jouez, Appréciez !<br /><br />\n&bull;&nbsp;Partagez de la musique, des présentations, des vidéos et bien plus encore avec un son clair et cristallin parfaitement audible dans toute la pièce.<br /><br />\n&bull;&nbsp;Design superbe, encore plus beau avec votre choix de couleurs métalliques dynamiques : noir, blanc, rouge ou rose. Comprend également une pochette de transport.<br /><br />\n&bull;&nbsp;Éprouvez un plaisir ininterrompue grâce à une batterie lithium-ion interne rechargeable fonctionnant jusqu'à 12 heures.[k1]\n";"HP Portable Mono Red Speaker";"Hear beautiful sound from a compact, modern designed, ultra-portable speaker - compatible with laptops, cell phones, portable game devices, MP3 players, tablets, desktop PCs.\n\n- The modern artistic design complements any device - all within an impressively compact palm-sized speaker.\n- Conveniently connect using a 3.5 mm headphone jack with laptops, cell phones, portable game devices or MP3 players – Plug, Play, Enjoy!\n- Share the music, presentation, videos and more with crisp clear acoustics that can easily be heard throughout the room.\n- Beautiful design made even better with your choice of dynamic metallic colors: black, white, red or pink. Also includes a convenient carrying pouch.\n- Experience uninterrupted enjoyment with a rechargeable internal lithium ion battery that lasts up to 12 hours.";"Portable Mono Red Speaker";"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Kristallklarer Sound über einen kompakten, ultraportablen Lautsprecher mit modernem Design – kompatibel mit Laptops, Mobiltelefonen, tragbare Spielekonsolen, MP3-Playern, Tablets und Desktop-PCs.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Das moderne Design ergänzt jedes Gerät – in einem beeindruckend kleinen Lautsprecher.<br /><br />\n&bull;&nbsp;Bequemer Anschluss an Laptop, Mobiltelefon, portable Spielekonsolen oder MP3-Player über eine 3,5 mm-Kopfhörerbuchse – anschließen, abspielen, genießen!<br /><br />\n&bull;&nbsp;Gemeinsame Nutzung von Musik, Präsentationen, Videos und mehr mit kristallklarem Sound, der im ganzen Raum hörbar ist.<br /><br />\n&bull;&nbsp;Sehr ansprechendes Design mit dynamischer Auswahl an Metallic-Farben: Schwarz, weiß, rot oder pink. Umfasst außerdem eine praktischeTransporttasche.<br /><br />\n&bull;&nbsp;Unterbrechungsfreier Musikgenuss dank einer eines internen, wiederaufladbaren Lithium-Ionen-Akkus mit einer Wiedergabedauer von bis zu 12 Stunden.[k1]\n";"HP Portable Mono Red Speaker";"HP H5M97AA loudspeaker";2013-03-28;;"677.6 EUR,325.27 USD";hp
18022494;loudspeakers;loudspeakers,audio_video_sales,hp;;;"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Écoutez un son superbe émis par un haut-parleur compact ultra-portable au design moderne - compatible avec des ordinateurs portables, téléphones portables, périphériques de jeu portables, MP3 lecteurs, tablettes, ordinateurs de bureau.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Le design artistique moderne accompagne n'importe quel périphérique - le tout dans un haut-parleur remarquablement de la taille d'une paume.<br /><br />\n&bull;&nbsp;Connectez-le facilement à l'aide d'une prise casque jack de 3,5 mm à des ordinateurs portables, téléphones portables, périphériques de jeu portables ou MP3 lecteurs – Branchez, Jouez, Appréciez !<br /><br />\n&bull;&nbsp;Partagez de la musique, des présentations, des vidéos et bien plus encore avec un son clair et cristallin parfaitement audible dans toute la pièce.<br /><br />\n&bull;&nbsp;Design superbe, encore plus beau avec votre choix de couleurs métalliques dynamiques : noir, blanc, rouge ou rose. Comprend également une pochette de transport.<br /><br />\n&bull;&nbsp;Éprouvez un plaisir ininterrompue grâce à une batterie lithium-ion interne rechargeable fonctionnant jusqu'à 12 heures.[k1]\n";"HP Portable Mono Black Speaker";"Hear beautiful sound from a compact, modern designed, ultra-portable speaker - compatible with laptops, cell phones, portable game devices, MP3 players, tablets, desktop PCs.\n\n- The modern artistic design complements any device - all within an impressively compact palm-sized speaker.\n- Conveniently connect using a 3.5 mm headphone jack with laptops, cell phones, portable game devices or MP3 players – Plug, Play, Enjoy!\n- Share the music, presentation, videos and more with crisp clear acoustics that can easily be heard throughout the room.\n- Beautiful design made even better with your choice of dynamic metallic colors: black, white, red or pink. Also includes a convenient carrying pouch.\n- Experience uninterrupted enjoyment with a rechargeable internal lithium ion battery that lasts up to 12 hours.";"Portable Mono Black Speaker";"<span style=""font-size: larger; font-weight: bold;"">Overview</span><br />Kristallklarer Sound über einen kompakten, ultraportablen Lautsprecher mit modernem Design – kompatibel mit Laptops, Mobiltelefonen, tragbare Spielekonsolen, MP3-Playern, Tablets und Desktop-PCs.<br /><br /><span style=""font-size: larger; font-weight: bold;"">Features</span><br />&bull;&nbsp;Das moderne Design ergänzt jedes Gerät – in einem beeindruckend kleinen Lautsprecher.<br /><br />\n&bull;&nbsp;Bequemer Anschluss an Laptop, Mobiltelefon, tragbare Spielekonsolen oder MP3-Player über eine 3,5 mm-Kopfhörerbuchse – anschließen, abspielen, genießen!<br /><br />\n&bull;&nbsp;Gemeinsame Nutzung von Musik, Präsentationen, Videos und mehr mit kristallklarem Sound, der im ganzen Raum hörbar ist.<br /><br />\n&bull;&nbsp;Sehr ansprechendes Design mit dynamischer Auswahl an Metallic-Farben: Schwarz, weiß, rot oder pink. Umfasst außerdem eine praktischeTransporttasche.<br /><br />\n&bull;&nbsp;Unterbrechungsfreier Musikgenuss dank einer eines internen, wiederaufladbaren Lithium-Ionen-Akkus mit einer Wiedergabedauer von bis zu 12 Stunden.[k1]\n";"HP Portable Mono Black Speaker";"HP H5M95AA loudspeaker";2013-03-28;;"886.26 USD";hp
18038828;loudspeakers;loudspeakers,audio_video_sales,samsung;;;;;"Samsung DA-F61. Recommended usage: universal, Speaker placement: Tabletop/bookshelf, Magnet type: Neodymium. Connectivity technology: Wired/Wireless, Speaker interface type: USB/Bluetooth, Wireless technology: Bluetooth. Depth: 46.5. Power source type: Battery, USB, Power consumption (standby): 0.36";"Samsung DA-F61, universal, Tabletop/bookshelf, Neodymium, Wired/Wireless, USB/Bluetooth, Bluetooth";;;"Samsung DA-F61 loudspeaker";2013-03-29;;"59.1 EUR,131.34 USD";samsung
18151374;loudspeakers;loudspeakers,audio_video_sales,sony;;;"Nouveau design à grille, avec woofer à cône HOP en fibre aramide<br/>\n<br/>";"17 cm, puissance de sortie nominale de 40 W, puissance de sortie maximale de 260 W, 50 - 24 000 Hz";"Featuring new grille design, with HOP and aramid fibre cone woofer<br/>\n<br/>";"17cm, 40W rated output power, 260W maximum output power, 50-24000Hz";"Mit neuer Lautsprecherbespannung und HOP- und Aramidfaserkonus-Woofer<br/>\n<br/>";"17 cm, 40 W Ausgangsleistung, 260 W maximale Ausgangsleistung, 50 - 24000 Hz";"Sony XS-GT1738F car speaker";2013-04-09;;"680.74 USD";sony
18151381;loudspeakers;loudspeakers,audio_video_sales,sony;;;"Design à grille, avec woofer à cône HOP en fibre aramide<br/>\n<br/>";"10 cm, puissance de sortie nominale de 30 W, puissance de sortie maximale de 210 W, 60 - 24 000 Hz";"Featuring new grille design, with HOP aramid fibre cone woofer<br/>\n<br/>";"10cm, 30W rated output power, 210W maximum output power, 60-24000Hz";"Mit neuer Lautsprecherbespannung und HOP-Aramidfaserkonus-Woofer<br/>\n<br/>";"10 cm, 30 W Ausgangsleistung, 210 W maximale Ausgangsleistung, 60 - 24000 Hz";"Sony XS-GT1038F car speaker";2013-04-09;;"925.34 EUR";sony
18151392;loudspeakers;loudspeakers,audio_video_sales,sony;;;"Design à grille, avec woofer à cône HOP en fibre aramide<br/>\n<br/>";"15.24 cm (6 "") x 9""/ 16 cm x 24 cm, puissance de sortie nominale : 50 W, puissance de sortie maximale : 400 W, 40 - 22 000 Hz";"Featuring new grille design, with HOP aramid fibre cone woofer<br/>\n<br/>";"15.24 cm (6 "") x 9""/ 16cmx24cm, 50W rated output power, 400W maximum output power, 40-22000Hz";"Mit neuer Lautsprecherbespannung und HOP-Aramidfaserkonus-Woofer<br/>\n<br/>";"15.24 cm (6 "") x 9""/ 16 x 24 cm, 50 W Ausgangsleistung, 400 W maximale Ausgangsleistung, 40 - 22000 Hz";"Sony XS-GT6928F car speaker";2013-04-09;;"710.16 EUR";sony
18151396;loudspeakers;loudspeakers,audio_video_sales,sony;;;"Design à grille, avec woofer à cône HOP en fibre aramide<br/>\n<br/>";"15.24 cm (6 "") x 9""/ 16 cm x 24 cm, puissance de sortie nominale : 50 W, puissance de sortie maximale : 420 W, 40 - 22 000 Hz";"Featuring new grille design, with HOP aramid fibre cone woofer<br/>\n<br/>";"15.24 cm (6 "") x 9""/ 16cmx24cm, 50W rated output power, 420W maximum output power, 40-22000Hz";"Mit neuer Lautsprecherbespannung und HOP-Aramidfaserkonus-Woofer<br/>\n<br/>";"15.24 cm (6 "") x 9""/ 16 x 24 cm, 50 W Ausgangsleistung, 420 W maximale Ausgangsleistung, 40 - 22000 Hz";"Sony XS-GT6938F car speaker";2013-04-09;;"377.55 EUR,546.36 USD";sony
18151400;loudspeakers;loudspeakers,audio_video_sales,sony;;;"Nouveau design à grille, avec woofer à cône HOP en fibre aramide<br/>\n<br/>";"17 cm, puissance de sortie nominale de 40 W, puissance de sortie maximale de 250 W, 50 - 24 000 Hz";"Featuring new grille design, with HOP and aramid fibre cone woofer<br/>\n<br/>";"17cm, 40W rated output power, 250W maximum output power, 50-24000Hz";"Mit neuer Lautsprecherbespannung und HOP- und Aramidfaserkonus-Woofer<br/>\n<br/>";"17 cm, 40 W Ausgangsleistung, 250 W maximale Ausgangsleistung, 50 - 24000 Hz";"Sony XS-GT1728F car speaker";2013-04-09;;"637.88 EUR,506.44 USD";sony
18151413;loudspeakers;loudspeakers,audio_video_sales,sony;;;"Design à grille, avec woofer à cône HOP en fibre aramide<br/>\n<br/>";"13 cm, puissance de sortie nominale de 35 W, puissance de sortie maximale de 230 W, 60 - 24 000 Hz";"Featuring new grille design, with HOP aramid fibre cone woofer<br/>\n<br/>";"13cm, 35W rated output power, 230W maximum output power, 60-24000Hz";"Mit neuer Lautsprecherbespannung und HOP-Aramidfaserkonus-Woofer<br/>\n<br/>";"13 cm, 35 W Ausgangsleistung, 230 W maximale Ausgangsleistung, 60 - 24000 Hz";"Sony XS-GT1338F car speaker";2013-04-09;;"151.93 EUR,819.09 USD";sony
18151421;loudspeakers;loudspeakers,audio_video_sales,sony;;;"De la musique instantanée en une seule touche<br/>\n<br/>Connexion en une seule touche avec la fonction NFC*: Si votre smartphone ou tablette n'est pas compatible NFC, couplez votre appareil avec l'enceinte sans fil pour diffuser votre musique sans aucun câble.<br/>\nDiffusion de musique sans fil via Bluetooth®: Si votre appareil n'est pas compatible NFC, connectez simplement le haut-parleur utilisant le Bluetooth®.<br/>\nDonnez vie à votre musique: L'enceinte sans fil à deux canaux dotée d'un radiateur passif réduit les distorsions sonores pour une musique claire et limpide.<br/>\nSon Surround réaliste avec amplificateur numérique S-Master: Grâce à sa puissance totale de 20 W, l'enceinte fournit un son qui emplit chaque recoin de la pièce.<br/>\nEmportez-la avec vous et profitez de 8 heures d'écoute: Grâce à sa batterie rechargeable, débranchez simplement l'enceinte BTX300 portable et emportez-la à vos soirées en extérieur ou lors de vos voyages.<br/>\nUne touche d'élégance pour chaque pièce: Système compact aux courbes élégantes et finition en acier brossé inoxydable, pour un style élégant dans toutes les pièces de la maison. Blanc ou noir..<br/>\nChargement USB et écoute simultanés: Dansez dans la cuisine tout en chargeant votre smartphone ou tablette via le port d'alimentation USB.<br/>\nPassez des appels en gardant les mains libres grâce au microphone intégré: Si vous recevez un appel alors que vous écoutez de la musique, appuyez simplement sur la touche de prise d'appel sur l'enceinte sans fil afin de discuter tout en continuant vos activités.<br/>\nPrêt pour vos déplacements: Une housse de transport personnalisée protège l'enceinte sans fil lors de vos déplacements, vous permettant de l'emporter chez des amis pour profiter de votre musique autour d'un verre.<br/>\n";"Enceinte sans fil 2 canaux avec NFC, Bluetooth®, puissance 20 W et 8 heures d'autonomie de la batterie";"Touch once for instant music<br/>\n<br/>One touch connection with NFC*: If your smartphone or tablet isn’t NFC-enabled, just pair it with the wireless speaker to stream your music without wires.<br/>\nWireless music streaming with Bluetooth®: If your device isn’t NFC-enabled, simply pair with the speaker using Bluetooth®.<br/>\nBring your music to life: The 2 channel wireless speaker with its passive radiator reduces sound distortion for crisp, clear music.<br/>\nRealistic surround sound with S-Master digital amp: With 20W total speaker power, it’s the type of audio that fills every corner of the room.<br/>\nTake it on a trip with 8-hour playback: With the rechargeable battery, simply unplug the portable BTX300 and take it anywhere from a party on the terrace to a road trip.<br/>\nAdd a touch of style to any room: A sleek, curved design with a brushed stainless steel finish will look good wherever you put it. White or black..<br/>\nUSB charging as you listen: While you’re dancing in the kitchen, you can charge your smartphone or tablet via the USB power port.<br/>\nTake hands-free calls with a built-in microphone: When you’re listening and a call comes in, just press the answering key on the wireless speaker to chat while typing or cooking.<br/>\nReady for a safe journey: A custom carrying case protects the wireless speaker as you go, so you can take it to a friend’s place for drinks and a listen.<br/>\n";"2ch wireless speaker with NFC, Bluetooth®, 20W power & 8-hour battery life";"Musikgenuss mit nur einer Berührung<br/>\n<br/>One Touch-Verbindung mit NFC*: Wenn Ihr Smartphone oder Tablet nicht NFC-fähig ist, koppeln Sie es einfach mit dem kabellosen Lautsprecher, um Ihre Musik kabellos zu übertragen..<br/>\nKabelloses Musik-Streaming per Bluetooth®: Wenn Ihr Gerät nicht NFC-fähig ist, können Sie es einfach über Bluetooth® verbinden.<br/>\nErwecken Sie Ihre Musik zum Leben: Der kabellose 2-Kanal-Lautsprecher mit dem passiven Radiator sorgt für weniger Verzerrungen und kristallklare Musik..<br/>\nRealistischer Surround Sound mit S-Master Digitalverstärker: Mit insgesamt 20 W Lautsprecherleistung erleben Sie ein raumfüllendes Klangerlebnis.<br/>\nGenießen Sie Ihre Musik dank 8 Stunden Wiedergabe überall: Stecken Sie den mobilen BTX300 einfach aus, und nehmen Sie ihn dank Akku zu einer Gartenparty oder auf eine Reise einfach mit..<br/>\nStilvolle Ergänzung für jeden Raum: Das schmale, geschwungene Design mit gebürsteter Edelstahloberfläche sieht überall gut aus. Weiß oder Schwarz..<br/>\nAufladen über USB während der Wiedergabe: Während Sie in der Küche zu Ihrer Musik tanzen, können Sie Ihr Smartphone oder Tablet über den USB-Anschluss aufladen..<br/>\nFreisprechfunktion über das integrierte Mikrofon: Wenn Sie, während Sie Musik hören, einen Anruf erhalten, drücken Sie einfach auf die Antworttaste auf dem kabellosen Lautsprecher, um beim Tippen oder Kochen zu antworten..<br/>\nReisetauglich: Eine individuelle Tasche schützt den kabellosen Lautsprecher, wenn Sie unterwegs sind, sodass Sie Ihre Freunde besuchen, einen Drink nehmen und Musik hören können..<br/>\n";"2-Kanal-Lautsprecher ohne Kabel mit NFC, Bluetooth®, 20 W Leistung und 8 Stunden Akkulaufzeit";"Sony SRS-BTX300 loudspeaker";2013-04-09;;"160.79 EUR,772.7 USD";sony
18151423;loudspeakers;loudspeakers,audio_video_sales,sony;;;"Design à grille, avec woofer à cône HOP en fibre aramide<br/>\n<br/>";"13 cm, puissance de sortie nominale de 35 W, puissance de sortie maximale de 220 W, 60 - 24 000 Hz";"Featuring new grille design, with HOP aramid fibre cone woofer<br/>\n<br/>";"13cm, 35W rated output power, 220W maximum output power, 60-24000Hz";"Mit neuer Lautsprecherbespannung und HOP-Aramidfaserkonus-Woofer<br/>\n<br/>";"13 cm, 35 W Ausgangsleistung, 220 W maximale Ausgangsleistung, 60 - 24000 Hz";"Sony XS-GT1328F car speaker";2013-04-09;;"30.61 EUR";sony
